Binary source ID,True distance [pc],True RA [deg],True Dec [deg],Primary stellar mass [M_\odot],Secondary stellar mass [M_\odot],Apparent stellar mass [M_\odot],Primary G-band mag,Secondary G-band mag,Apparent G-band mag,True period [days],True inclination [deg],True eccentricity,True omega [deg],True Omega [deg],True T_peri [days],Best-fit planet mass [M_J],Best-fit period [days],Best-fit inclination [deg],Best-fit eccentricity,Best-fit omega [deg],Best-fit Omega [deg],Best-fit T_peri [days],MCMC distance 16th [pc],MCMC distance 50th [pc],MCMC distance 84th [pc],MCMC period 16th [days],MCMC period 50th [days],MCMC period 84th [days],MCMC planet mass 16th [M_J],MCMC planet mass 50th [M_J],MCMC planet mass 84th [M_J],MCMC eccentricity 16th,MCMC eccentricity 50th,MCMC eccentricity 84th,MCMC inclination 16th [deg],MCMC inclination 50th [deg],MCMC inclination 84th [deg]
2214,176.3477,189.1880978088761,-66.20549263016886,0.2134,0.19784,0.30921,17.6376,17.82343,16.97397,2497.44157,63.28836,0.03438,201.37872,357.47931,360.02072,8.33821,2512.78319,62.08678,0.14757,213.95354,176.34778,1693.80476,176.44792,177.26405,178.10073,2448.39615,2509.71102,2572.86783,7.66255,8.48218,9.33202,0.04253,0.14636,0.33095,55.44714,62.39,68.55113
2215,430.83368,17.17952797269774,61.989664540689475,0.63707,0.63149,0.73581,15.70708,15.76447,14.98282,3000.72421,139.18997,0.72531,214.10467,78.72362,247.8734,8.20895,2902.79583,139.2353,0.30501,147.54504,46.3609,2888.35219,426.47943,428.45069,430.45421,2789.06259,2913.32487,3083.48601,7.6827,8.93589,11.27077,0.15316,0.39215,0.71836,120.87863,132.05093,144.51566
2216,336.43995,308.32205605359985,16.86296917608416,1.11106,1.10436,1.22223,11.76006,11.79683,11.02571,1038.59127,154.89707,0.75527,359.11843,27.65805,76.6464,12.28019,1061.40392,142.13163,0.72315,21.10537,63.38182,40.62574,336.8545,337.91726,338.95298,1053.20609,1086.05472,1109.95732,13.21851,33.88613,128.73956,0.67898,0.97007,0.99776,94.4089,105.59267,126.85586
2217,63.40447,325.5800495395004,-39.24830871811984,0.29473,0.28018,0.38432,14.96511,15.10174,14.2787,514.17962,172.14658,0.17255,322.90307,289.73377,35.83703,8.97858,513.24887,158.68356,0.17998,113.89487,79.03327,41.07262,63.33441,63.37771,63.42059,512.34785,513.26193,514.17415,8.73829,9.0744,9.45253,0.1235,0.17814,0.23328,150.06071,155.7145,162.22548
2218,57.76922,32.31366907682814,4.153959494395039,0.2416,0.2276,0.28384,15.77171,15.93461,15.09753,128.17833,111.0559,0.69773,279.59373,131.7111,0.06433,5.85335,128.6608,119.46875,0.50195,317.40258,143.28718,6.90652,57.65126,57.70611,57.75803,128.0561,128.27514,128.52231,11.28998,52.4935,253.64608,0.92971,0.99653,0.99976,91.46201,95.55277,111.65423
2219,112.85424,199.86580881901608,-17.788304993147776,0.17797,0.16787,0.26261,16.97307,17.1279,16.29515,1592.50853,124.62713,0.17146,237.86399,196.9619,128.92119,7.52479,1544.99614,119.2636,0.30195,76.26488,10.43245,204.43235,112.33548,112.70046,113.07449,1525.9048,1545.82057,1566.69186,7.09518,7.62359,8.25388,0.14159,0.28301,0.43588,111.48843,117.98789,125.06843
2220,138.56073,34.623951994618366,-48.45833597464736,0.88452,0.878,0.90088,11.63078,11.6776,10.90136,1229.15135,115.64117,0.41828,305.27706,190.47367,117.09509,10.57772,1224.93032,116.42698,0.38142,113.75655,11.492,71.49827,138.50147,138.60877,138.71927,1218.37354,1225.17156,1232.35757,10.00148,10.57352,11.1997,0.30503,0.38031,0.45419,113.62796,116.36598,119.38498
2221,157.67143,292.6594934557897,-67.02519116473444,0.1859,0.17859,0.27303,17.33597,17.45576,16.64164,2342.70605,77.84706,0.72893,181.2737,272.32543,338.78505,5.09775,2315.84943,81.88742,0.65517,18.54102,86.61302,412.95197,157.2584,157.92089,158.59755,2261.27062,2306.82719,2352.49926,5.22069,7.39148,25.60032,0.67102,0.96668,0.99849,69.02235,82.09881,90.64913
2222,121.93986,282.32395764981027,-2.5230438978568324,0.30509,0.29578,0.42063,15.91595,16.0101,15.20943,2811.75259,127.70867,0.40122,204.81231,14.17904,396.48342,6.52793,2812.47269,130.2893,0.22517,217.7729,10.92989,491.04043,121.76106,122.00078,122.23657,2775.62078,2817.056,2860.47084,6.19611,6.52187,6.87786,0.13999,0.22284,0.30343,126.02297,130.20314,134.6207
2223,239.24528,350.281092466191,-55.302613952304775,0.39502,0.38445,0.52244,16.43677,16.51661,15.72338,1211.35032,110.90217,0.63097,140.6196,264.00237,151.12287,7.87194,1218.36176,85.26953,0.49686,303.43038,87.16309,140.1105,237.89293,238.78584,239.68582,1207.89141,1231.97283,1260.04821,7.36339,10.92776,42.25968,0.45527,0.87923,0.99572,77.6457,86.45041,93.32654
2224,220.89924,336.37425766579844,61.680820580484124,0.24987,0.23603,0.36217,17.52058,17.68187,16.84566,1685.851,82.83416,0.53858,46.75999,356.48044,180.10481,10.01337,1762.30869,70.27751,0.36866,83.3407,179.08166,1246.76334,221.00443,222.21531,223.46183,1679.84036,1747.76619,1833.4313,8.9644,11.36247,32.21964,0.14099,0.53002,0.96282,65.86566,75.63128,83.75536
2225,125.36729,295.0603478262724,32.782263149425155,0.32014,0.31404,0.45712,15.29596,15.33853,14.56447,1850.53018,106.74794,0.25195,53.44179,27.58034,53.40005,2.74945,1798.80981,111.32925,0.21037,100.09855,24.2582,300.65095,125.31873,125.45383,125.5857,1765.37775,1805.26868,1846.62031,2.52643,2.80702,3.10613,0.06131,0.19425,0.3893,105.06247,110.86368,117.07667
2226,179.45593,47.47405752313653,8.20590520627572,0.22186,0.20301,0.31441,17.61147,17.82315,16.95958,3187.54984,117.45795,0.2138,137.26657,298.7306,121.85209,11.69817,2887.78727,119.198,0.08105,346.60898,120.54216,312.50494,178.85328,180.08034,181.34389,2817.40188,2889.33111,2978.74737,10.80648,11.8323,12.9132,0.0374,0.11986,0.23214,113.89218,118.98344,124.83541
2227,180.30139,222.98827362807202,17.94554383171715,0.55978,0.55269,0.67129,14.50479,14.5719,13.78525,3203.30847,152.90499,0.41452,8.29189,124.50584,331.86978,10.17021,3172.40224,152.34207,0.35648,18.17333,132.24109,355.96557,179.96932,180.23577,180.50483,3122.72796,3178.72367,3242.14214,9.83207,10.21342,10.6186,0.30409,0.3605,0.41841,146.34991,151.54751,157.83595
2228,185.75598,219.30313326666354,-16.773675784578835,0.34443,0.3279,0.46913,16.05399,16.1597,15.35298,1552.89999,23.29179,0.11121,138.50149,358.56016,115.68703,8.10791,1584.35149,37.59865,0.14986,80.85687,33.28521,1570.32217,186.16568,186.79404,187.40255,1559.49671,1585.08277,1612.37737,7.77704,8.42748,9.17332,0.0446,0.14784,0.3084,32.0112,42.82314,52.17523
2229,85.99344,133.99478121632632,-78.8682017273799,0.31642,0.30003,0.44354,14.74059,14.87523,14.05325,89.95947,56.26542,0.22752,246.25989,174.66955,5.6813,8.77308,90.00046,47.51982,0.35757,255.03413,177.68401,4.76068,85.89057,85.93655,85.9816,89.8918,90.02741,90.17201,7.88945,9.19647,11.33638,0.1018,0.32119,0.66189,40.33481,52.73071,63.02819
2230,131.79883,112.65430110992762,-18.05058199441058,0.41149,0.40026,0.47174,15.66649,15.78163,14.96996,3106.3989,62.84321,0.47001,97.79094,205.3094,12.74831,12.92833,3049.6795,65.91376,0.51704,281.82981,26.45777,36.51238,131.10529,131.31759,131.5267,3001.81226,3062.29217,3132.42578,12.47308,12.96024,13.48415,0.47917,0.52298,0.56681,64.58537,66.03554,67.43913
2231,104.10894,340.93589515697244,63.210872601169896,0.49039,0.48015,0.62979,13.88323,13.96863,13.17251,172.72783,28.39476,0.09825,345.50188,254.31193,25.15047,10.92639,172.96384,16.81932,0.21338,233.5952,23.69133,35.20291,104.05715,104.11597,104.17536,172.73656,172.95804,173.18305,10.82636,11.62645,12.49219,0.09225,0.20947,0.34082,22.07244,30.85909,38.97539
2232,87.40892,290.4022982162458,54.5067950086697,0.33833,0.32606,0.45503,14.69765,14.8031,13.99653,3739.574,51.78541,0.73594,52.62627,4.70396,213.81895,9.05753,3874.45665,55.16198,0.65344,49.03407,12.78137,248.34158,87.32814,87.37379,87.41947,3789.77748,3888.77763,4000.44541,8.86587,9.07605,9.30458,0.62929,0.65652,0.68416,54.01896,55.28738,56.53766
2233,431.29188,235.6394032305003,-12.84202061444194,0.723,0.71864,0.86076,14.48505,14.52246,13.75102,2694.86751,74.76158,0.25378,58.27873,175.24123,342.96572,8.33479,2765.77285,81.99022,0.60228,193.50083,0.26632,13.18238,430.46964,432.21205,433.89477,2681.89969,2820.63765,3075.68651,8.0215,10.5198,36.85456,0.52251,0.87395,0.99645,74.3204,85.03541,93.28617
2234,483.17344,273.40224969305183,-19.165816620032324,0.78936,0.78529,0.94555,13.98645,14.02195,13.25148,2327.18996,17.84423,0.10121,147.70177,321.54577,258.50866,7.60977,2312.47204,24.73637,0.34822,116.77525,17.75804,353.21293,477.54721,479.60223,481.67064,2209.08467,2326.08676,2473.54004,7.86071,11.80544,38.25008,0.21399,0.76342,0.98036,40.88782,58.71184,77.61605
2235,117.70842,349.53299900579395,48.36314957682011,0.45211,0.44502,0.58404,14.36355,14.42208,13.63984,589.20265,110.80172,0.42583,90.71378,148.28968,91.55441,7.85862,591.49922,108.72431,0.56388,103.34111,151.70674,101.08421,117.60941,117.70265,117.79416,589.50728,591.92704,594.53726,7.01631,7.91146,9.28898,0.41804,0.57069,0.71668,104.81787,108.11844,111.63692
2236,108.5944,6.149982884164633,27.600492041191096,0.21413,0.20619,0.30821,15.95581,16.03445,15.24184,3985.0678,37.38884,0.86939,347.80263,339.46547,429.7294,4.0014,3598.54964,50.76789,0.73199,192.70738,146.68397,494.08883,108.59338,108.77773,108.96247,3497.72899,3804.25112,4278.26779,3.92367,5.28502,16.90365,0.73611,0.93756,0.99476,40.40169,55.10115,75.34683
2237,178.56312,0.8133669429194686,63.64279377087975,0.6708,0.66735,0.83292,12.83125,12.87151,12.09862,1103.47681,79.96054,0.71096,247.4676,279.20981,39.10041,6.94962,1105.69696,74.25183,0.6577,60.86761,95.71096,22.90539,178.488,178.66734,178.84485,1093.63113,1104.25966,1115.18005,6.16693,7.55154,12.45872,0.49909,0.70794,0.92101,71.29793,76.7571,81.96248
2238,265.06528,114.81818020129224,20.744241024992352,0.78758,0.78436,0.93684,12.71891,12.75173,11.98262,2847.83556,84.50503,0.70691,41.81582,209.88687,337.35615,7.88585,2854.32449,92.82825,0.62904,232.60526,37.81125,386.95881,264.07317,264.63556,265.20986,2778.71009,2895.18235,3067.90335,6.92417,8.4627,12.98087,0.52245,0.71136,0.91367,86.80813,92.64273,98.64687
2239,131.06051,299.67657104014825,12.983785902932894,0.19671,0.18538,0.27274,17.65722,17.82663,16.98605,2110.59045,81.69809,0.2589,262.60577,4.36873,275.14266,8.19341,2063.90124,82.91949,0.36908,338.88537,9.54691,725.65281,130.17357,130.79008,131.42894,2011.81596,2062.16428,2114.64139,7.78127,8.47272,9.34003,0.23979,0.42554,0.66342,76.67382,82.82154,88.89338
2240,299.83376,304.7347809839285,-45.51811088167517,0.46325,0.45163,0.59891,16.47878,16.58075,15.77599,2392.74389,144.84428,0.42141,318.02485,235.45736,146.09638,12.71886,2460.34151,143.94103,0.46749,254.16162,108.53093,550.34415,297.1506,298.89765,300.64876,2398.88996,2465.93859,2534.46934,11.62962,13.37546,16.33654,0.32392,0.4998,0.70139,127.90799,138.97913,150.37256
2241,88.13907,348.77322899735753,-1.4592797453152364,0.31647,0.30292,0.44534,15.08591,15.21857,14.39764,3165.66493,22.08743,0.72418,349.7106,253.49976,116.72923,11.1649,3141.56085,32.50248,0.66357,184.30345,61.53668,132.85542,87.9993,88.08756,88.17633,3094.39621,3146.01221,3202.28427,10.9052,11.17869,11.45455,0.64132,0.66571,0.69077,29.12656,32.54187,35.43194
2242,48.10571,296.96701838281285,11.649493534853455,0.24719,0.24124,0.34471,14.78891,14.83881,14.061,373.59451,42.86506,0.13268,51.53723,119.12898,44.14707,2.7119,376.48789,49.79895,0.23518,233.026,94.11156,208.17907,48.04057,48.07722,48.11343,374.84621,376.38686,377.79678,2.38193,2.73315,3.15664,0.05274,0.17302,0.38983,40.37514,50.51142,58.77515
2243,79.82851,92.05746896647652,-51.74485567007019,0.22429,0.21852,0.32331,16.11546,16.18062,15.39497,1043.74858,140.4534,0.61984,291.16206,329.44098,32.05009,2.57369,1080.51972,151.19641,0.51649,157.96962,177.23659,82.9169,79.89937,79.97151,80.0434,1066.71608,1080.58664,1094.4454,2.51965,3.03445,7.13208,0.3893,0.64511,0.9634,114.62889,135.27161,148.50977
2244,248.17323,22.686560925057748,35.92555495841466,0.61797,0.60912,0.68312,15.04604,15.12987,14.33457,1470.88185,96.37079,0.69195,145.97869,320.31837,231.55729,12.19995,1479.02303,98.88412,0.55049,354.1902,151.78513,287.53437,247.42612,248.08484,248.74711,1450.92863,1474.02647,1495.42654,11.55392,13.05706,19.18582,0.39827,0.67244,0.98036,92.6551,99.20467,106.60571
2245,194.73382,15.458086870005484,62.68858220355279,0.59811,0.59268,0.72675,14.08889,14.14248,13.36278,352.34475,91.17425,0.08094,156.42167,100.78122,34.89358,10.72985,353.83703,92.56571,0.29032,305.27105,99.40409,186.1038,194.95701,195.33457,195.82973,351.73509,354.30845,356.88164,9.77807,11.39625,13.70284,0.07409,0.25478,0.57598,87.1715,94.1601,102.07076
2246,118.40472,119.07282249318946,-29.90534497371826,0.24112,0.22764,0.34782,16.80202,16.96031,16.1257,1838.78175,80.03879,0.19038,84.62976,317.50168,32.50766,9.05674,1822.31303,81.94235,0.32884,270.35283,133.42518,69.30742,118.31638,118.57145,118.83218,1806.18291,1821.86309,1838.3239,8.60783,9.06126,9.55727,0.24842,0.32933,0.40932,79.21825,81.90094,84.51967
2247,108.12158,124.15770454970813,-4.328723741821887,0.20056,0.19647,0.29658,16.36373,16.42772,15.64268,1162.56895,121.09581,0.78755,191.65246,214.2845,54.15898,3.04648,1140.35856,122.77631,0.35451,329.30474,21.94084,1094.16277,108.02144,108.26068,108.48936,1093.66737,1136.05623,1163.8765,2.98148,4.14699,14.90279,0.21091,0.7433,0.9867,97.93149,111.95155,128.53721
2248,62.13689,269.51798228582095,80.23092711845575,0.16881,0.16692,0.24929,15.58964,15.62082,14.85254,1433.3646,129.76542,0.3069,68.84079,193.86323,2.27334,1.32663,1441.80178,138.5699,0.31296,42.41151,166.27904,1439.17102,62.07147,62.10653,62.14137,1419.4311,1439.65577,1460.97404,1.21525,1.35467,1.50599,0.09348,0.23983,0.41474,127.14715,135.45535,145.62289
2249,142.574,205.7347499099992,-43.49904584566114,0.49769,0.48656,0.64015,14.46353,14.55791,13.75712,776.79006,123.72719,0.78245,345.13268,286.43343,95.8474,11.63296,788.09968,121.13112,0.616,171.98051,108.79316,87.92451,142.38928,142.56006,142.72538,784.54291,788.13726,791.74184,11.26008,12.29108,16.74384,0.56569,0.7008,0.92427,116.54423,121.93477,128.86614
2250,273.70352,301.0111747558276,-30.39598826843377,0.43838,0.42724,0.58216,16.43504,16.52511,15.72657,2751.68355,109.67175,0.72564,133.55557,27.56289,33.15398,8.81869,2671.01678,111.89298,0.42428,127.30499,40.0159,2627.62646,271.59384,273.15359,274.74988,2607.96233,2704.60155,2817.29468,7.45615,9.07722,12.01276,0.1698,0.43943,0.79561,105.16534,112.47174,121.61027
2251,150.02903,222.63487019329648,-53.74847349289302,0.62963,0.62598,0.74023,13.38143,13.41914,12.64755,2838.49725,40.37176,0.84553,2.48089,278.75637,34.52014,6.89393,2839.40891,51.28588,0.79666,172.52296,100.02424,9.49536,149.84784,149.99695,150.15261,2793.43614,2852.69223,2919.65628,6.66435,7.29712,10.03199,0.75385,0.8584,0.96359,35.8944,49.24129,57.15624
2252,163.96171,222.851095519341,15.31802213546611,0.3564,0.34788,0.48944,15.84837,15.92049,15.13125,3343.20269,58.89772,0.62474,160.55821,309.32297,192.73385,6.8191,3227.26989,65.46381,0.53306,13.84553,124.52117,408.80053,163.79096,164.17592,164.56282,3158.67439,3360.77285,3696.23608,6.47048,7.32752,10.40242,0.49401,0.7129,0.94934,55.62954,63.96404,70.12959
2253,115.37614,111.00950695265396,-19.0089987932306,0.26125,0.24932,0.36926,16.07858,16.19742,15.3838,3692.44367,66.07313,0.79971,225.5568,163.54869,381.58887,6.42825,3832.734,62.5083,0.76448,213.39613,165.16142,317.83259,115.05514,115.26005,115.47132,3693.6063,3990.19234,4433.79992,6.1076,6.76274,8.24742,0.73049,0.82235,0.91638,58.14819,62.86532,67.22416
2254,61.29965,238.9735866672681,38.7768190062427,0.48068,0.47405,0.61772,12.63734,12.69575,11.91358,245.34069,51.28519,0.15744,277.36938,100.645,17.22992,7.23311,245.63018,43.72626,0.06024,205.2883,107.42999,218.36613,61.31937,61.33922,61.35855,245.29857,245.62852,245.93454,6.92883,7.30577,7.67466,0.02656,0.07926,0.15122,38.90174,44.51912,49.34375
2255,106.5341,183.1808574796259,-61.541704613470074,0.28092,0.27341,0.40501,15.75337,15.83051,15.03868,739.10454,110.24525,0.66938,160.97348,46.17848,41.09805,5.35623,735.52557,113.77351,0.54319,171.26772,48.33607,66.09301,106.24571,106.36729,106.49207,729.60274,735.23853,741.3297,5.11288,6.37267,17.25633,0.45274,0.80879,0.99217,105.37934,113.69962,124.53671
2256,105.4758,230.29473076844613,-48.4352873892299,0.26407,0.25233,0.32763,16.73436,16.84334,16.03491,508.18069,6.18868,0.11583,24.06907,84.51658,67.29682,6.92394,504.91885,44.54104,0.0755,159.07384,109.46433,307.15067,105.39784,105.62672,105.85467,501.16239,504.91446,509.01341,6.35029,7.38497,8.56211,0.05591,0.19006,0.42496,36.56009,48.81011,58.94123
2257,67.46151,283.16068042623255,64.71723103516734,0.2215,0.21741,0.32214,15.3211,15.36899,14.5922,1331.07545,153.54276,0.3759,131.90893,251.61582,7.92002,2.50892,1340.94344,143.79956,0.37488,341.41522,101.49744,1328.20327,67.39604,67.43135,67.46683,1326.13004,1338.57427,1351.30122,2.3856,2.55218,2.72611,0.24663,0.36048,0.47898,133.76217,140.64769,149.35403
2258,154.20126,124.15967666654862,-48.94518866519607,0.28861,0.27469,0.39706,16.80771,16.94264,16.12051,759.71379,175.29306,0.68075,98.27781,286.65602,5.47645,11.03046,753.38908,132.20742,0.37936,207.15562,23.20087,29.87689,153.29824,153.67466,154.05792,746.38253,753.0029,759.4857,10.28705,11.79258,14.42013,0.2342,0.43211,0.73029,119.20412,128.6289,139.16881
2259,264.46094,125.08607267826942,-51.44948299987479,0.55897,0.55202,0.68069,15.24019,15.30775,14.52087,696.40791,125.47307,0.59134,210.8945,264.12715,67.8574,10.95565,695.91958,151.28334,0.62491,30.97242,85.25207,50.68184,263.72486,264.28447,264.84049,687.27847,693.99603,702.49788,11.05455,21.79128,97.50619,0.48958,0.92889,0.99642,98.08167,119.72235,139.70277
2260,173.50578,89.15881068528971,-40.639805590021204,0.37483,0.36355,0.48693,15.98208,16.07236,15.27371,1650.14807,104.89074,0.14555,249.94713,243.25101,250.55689,8.22082,1611.60918,104.85532,0.41002,91.07758,59.43131,332.41738,173.10146,173.42859,173.75698,1590.75509,1613.88432,1638.31456,7.37236,8.15421,9.13992,0.21991,0.38316,0.54432,100.14768,104.56071,109.3019
2261,164.20302,347.8288263139974,44.48066262293801,0.41396,0.40486,0.51532,15.82992,15.91212,15.11767,3181.46874,83.30133,0.34342,62.44836,295.39297,320.7898,8.72428,3099.60935,83.7097,0.35178,231.40182,118.08946,236.32305,164.00529,164.32336,164.63719,3028.31332,3116.22044,3223.79495,8.31879,8.73856,9.1774,0.28783,0.3633,0.43995,82.1278,83.77079,85.43683
2262,215.03671,222.523481444409,-3.9756119890111443,0.44563,0.43634,0.58359,15.90666,15.97994,15.19011,2146.05925,81.36967,0.58676,184.42654,254.01275,275.53896,10.45052,2245.06912,92.38941,0.66704,100.04588,79.71765,827.53965,214.20872,214.93392,215.67517,2150.38563,2233.18176,2310.07378,8.04467,10.96754,27.08463,0.40635,0.78842,0.99063,80.94685,89.68179,95.73752
2263,327.65408,76.65126366721118,64.080846350589,0.52665,0.51838,0.68413,15.66686,15.75109,14.95558,2824.48573,112.71841,0.64333,164.43789,276.10226,443.33272,11.97986,2808.59309,119.4893,0.52872,351.57494,102.72162,439.08634,327.5894,328.83249,330.11547,2741.12457,2817.70253,2913.02425,11.05012,12.3737,14.41772,0.40671,0.57808,0.77057,114.16329,119.95622,127.18442
2264,100.35706,104.08226896442105,-28.886793860436235,0.65317,0.65074,0.69445,12.97967,13.0037,12.23905,1052.52349,139.98416,0.11689,276.20049,251.45004,116.78747,4.52903,1056.41548,140.70078,0.14675,86.0025,60.56735,117.99821,100.29475,100.35035,100.40625,1050.80426,1056.82835,1062.59332,4.31285,4.55762,4.80985,0.04981,0.12787,0.22462,134.23096,139.70956,146.07796
2265,129.80736,256.87284252728284,-53.550755283634125,0.17242,0.16029,0.24432,17.2396,17.43272,16.5793,1186.65854,20.73071,0.35835,273.67317,355.9921,76.38026,7.90618,1181.33145,17.10799,0.4161,141.06258,143.08239,123.22424,129.12635,129.64147,130.16939,1167.61787,1180.20572,1192.42402,7.89714,8.58511,9.61201,0.26528,0.41731,0.60225,24.09923,33.85564,43.49612
2266,110.84535,310.91215642681533,-50.248804838116925,0.22693,0.21572,0.33235,16.27155,16.4012,15.58187,3102.78212,54.92614,0.05961,357.1785,145.15324,409.27696,6.97076,3128.03983,56.96651,0.14476,353.32842,144.72281,370.48243,110.74361,110.95736,111.16795,3090.77049,3133.22003,3177.69966,6.71307,6.96925,7.22629,0.07185,0.13833,0.2024,53.97291,56.97532,59.80803
2267,60.99627,345.0027187339132,36.54445139029337,0.13119,0.12757,0.19379,16.59515,16.70054,15.89399,3796.18734,81.44395,0.32475,341.88955,103.45843,212.81128,4.31989,3701.3593,82.61171,0.152,328.0601,103.48829,58.22343,60.9615,61.03005,61.09819,3630.82393,3710.29622,3810.05126,4.21053,4.31288,4.41734,0.10328,0.15733,0.21382,81.47949,82.54803,83.57841
2268,491.47424,108.57539118770123,-29.238707643343616,0.7142,0.70834,0.81237,15.21055,15.26912,14.48686,2851.46826,53.28575,0.54403,231.92318,9.41631,300.19528,12.35315,2932.50512,50.91475,0.47691,232.82648,13.72686,364.53925,494.05701,496.13799,498.21242,2832.0346,2999.15974,3288.17878,11.3019,13.40404,17.97648,0.39426,0.60103,0.83623,45.34257,55.00096,64.31081
2269,410.96448,106.32951957628634,34.6773795178799,0.82636,0.81921,0.87046,13.18953,13.24542,12.46454,3964.17564,149.51616,0.12499,27.01039,37.07867,516.72908,12.58948,3732.57596,139.50714,0.04345,280.92711,42.05495,3038.3658,407.06287,408.42737,409.81296,3621.87465,3764.85395,3974.66505,11.95921,12.66273,13.41579,0.02682,0.08645,0.17216,131.99377,139.372,148.36346
2270,101.72445,216.18651851091732,18.104243508135028,0.57503,0.5689,0.69505,13.02609,13.08597,12.30304,2014.04908,85.80929,0.37487,10.49719,276.25666,90.26228,9.9675,2026.26536,88.20547,0.38619,189.11567,96.84791,70.33692,101.51936,101.60078,101.6818,2013.9979,2026.67949,2039.42772,9.69382,9.97658,10.26422,0.33006,0.38457,0.43954,86.82542,88.23032,89.61684
2271,91.14449,305.4272363544748,-79.49440870722195,0.3163,0.28874,0.43153,14.66397,14.86973,14.00941,535.66294,161.42954,0.64319,163.84052,328.82734,27.52853,12.76205,535.65638,169.9887,0.66117,350.09261,153.29052,30.55129,91.2069,91.25946,91.31246,535.01969,535.66433,536.34579,12.52097,13.1002,13.82755,0.61594,0.66425,0.71299,154.20017,159.7634,165.65346
2272,81.15226,1.8306961516373472,12.15120858735051,0.45186,0.43745,0.45968,13.82139,13.94255,13.12771,315.15674,144.183,0.63707,309.13698,89.46214,0.29171,12.45586,315.2293,140.18778,0.59412,291.68766,78.13735,312.27251,81.08973,81.14818,81.2058,314.85456,315.22251,315.59668,11.70644,12.68497,13.82681,0.52909,0.59743,0.66608,133.77599,138.13295,143.4707
2273,77.33632,198.34518686349338,46.24005757766753,0.24498,0.23264,0.3577,15.51299,15.65905,14.83099,94.9861,99.98027,0.69036,294.42147,112.8488,5.47953,7.23511,94.90726,121.10163,0.03795,92.54027,99.14332,53.28431,77.22231,77.29448,77.36853,94.92918,95.07322,95.23144,7.32333,8.82889,13.70949,0.21844,0.49785,0.89008,102.91959,115.54306,130.64537
2274,174.7054,181.50693423898363,8.017926911469726,0.14895,0.1437,0.73375,13.55686,13.64442,12.84718,1690.12903,99.98081,0.41703,153.24586,5.73529,110.89971,6.64718,1700.61032,98.65308,0.57774,329.89762,177.65926,116.36067,174.65297,174.91295,175.18589,1680.71966,1700.17642,1718.71378,6.21447,6.84303,7.83695,0.48663,0.62479,0.80867,93.5929,98.7457,103.97938
2275,136.70848,191.6392243746934,30.948854340228714,0.258,0.24226,0.36447,16.47336,16.64183,15.80175,1874.92645,105.55005,0.26984,122.48903,132.08469,193.80262,10.47348,1880.95416,110.42053,0.36053,108.15003,130.95632,142.34543,136.69406,137.07134,137.45828,1858.92011,1879.44027,1899.86873,9.68659,10.38155,11.14878,0.22753,0.33825,0.44113,107.84403,110.5862,113.64734
2276,148.2509,86.87763826090269,35.8323346002006,0.24609,0.23404,0.35209,16.37975,16.49751,15.68446,927.30538,87.74224,0.03068,81.3699,308.18144,46.93741,7.24528,934.10398,89.10273,0.37489,133.05627,127.74647,655.18808,147.76589,148.19637,148.612,916.57676,931.69172,948.65318,6.52213,8.01301,14.81686,0.16967,0.5108,0.96814,81.95642,89.25907,96.93826
2277,212.42458,33.55003516853311,-36.455914336588705,0.38818,0.3774,0.46663,16.53815,16.65086,15.84047,3944.19533,169.49291,0.07988,265.03465,177.62441,412.33522,12.00991,3982.71096,154.96707,0.09537,223.97651,145.06648,322.73721,211.82507,212.52467,213.23731,3856.55375,4014.26331,4264.33158,11.70179,12.1845,12.70598,0.04579,0.10416,0.17903,146.86285,152.23907,158.85625
2278,374.48121,238.28084740237165,-35.05405814585719,0.66414,0.65763,0.75589,15.19004,15.2556,14.46975,2495.37042,83.1396,0.0792,152.49355,117.76649,16.5795,12.8322,2535.64902,87.94872,0.15798,1.65619,111.44086,1440.39078,373.4216,375.0254,376.58032,2460.48159,2542.21586,2619.57055,11.84349,13.42723,16.12058,0.07444,0.24756,0.63025,83.58667,88.10172,92.30122
2279,431.22022,219.39105624700963,-42.931181550357245,0.7665,0.76023,0.82791,14.77534,14.83046,14.04998,1682.60843,69.73157,0.16649,117.26677,209.95055,92.38685,11.86587,1647.76861,62.12802,0.13202,335.35937,46.90751,329.568,429.84875,431.53541,433.23007,1606.84357,1641.54242,1678.2858,10.96526,12.22124,13.57756,0.05029,0.16489,0.3321,55.23725,62.9218,69.71276
2280,120.42201,142.86159535510708,73.55009575149869,0.2266,0.19891,0.37799,15.95319,16.19145,15.31322,1117.09092,140.14005,0.20596,174.43823,98.07895,132.94108,10.24797,1113.36806,135.14236,0.33082,171.70836,100.6179,120.22765,120.34808,120.52823,120.71082,1109.08299,1113.71547,1118.49164,9.82405,10.26866,10.73314,0.23859,0.3194,0.40124,130.52932,134.59393,138.98698
2281,79.73361,50.17667577878007,-12.925993539429617,0.27816,0.27074,0.39075,15.44506,15.51639,14.72756,4010.98887,27.9658,0.64735,331.31684,338.63499,142.35327,5.54882,4503.77433,32.87353,0.6228,166.44971,135.65702,81.66738,79.75403,79.8313,79.90681,4310.19198,4664.59106,5175.40806,5.34869,5.52404,5.70743,0.58811,0.6435,0.70241,23.37117,31.15243,37.12454
